time,open,high,low,close,Volume,Volume MA
1592784360,9278.725,9300.765,9276.908333333336,9297.8411248,4747997.52215974,
1592784660,9298.947791466666,9302.243333333334,9295.795,9296.29,1896107.42621576,
1592784960,9297.6,9300.090000000002,9296.643333333332,9299.86,657288.42428306,
1592785260,9299.671666666667,9305.03,9299.375000000002,9304.435,1891430.5545118002,459641.196358518
1592785560,9305.041666666666,9327.488333333333,9304.011666666667,9326.08,10938517.37516639,769167.1890088505
1592785860,9326.728333333334,9328.821666666667,9321.185,9326.395,5581801.896155909,953451.9125058576
1592786160,9325.148675053333,9325.592008386668,9315.595235648334,9318.949403133332,2059506.5660495297,1023562.8195941808
1592786460,9319.999597433334,9323.568333333333,9318.818333333333,9319.865,1598773.9048553803,1008929.98711136
1592786760,9319.84,9320.328878688333,9315.606666666668,9316.335,1014287.98949492,512718.51782778633
1592787060,9316.363333333336,9319.006666666666,9312.666666666666,9318.965,1960139.1275776601,331635.3793988739
1592787360,9319.623878688333,9322.925,9318.678333333337,9321.576666666666,928040.82547337,275062.0923700658
1592787660,9321.028333333334,9322.751666666667,9317.46,9321.06822235,1196495.0341974199,254948.14883716786
1592787960,9322.521666666666,9325.480009123334,9320.495,9325.010009123333,1198250.7663404702,264146.2876794453
1592788260,9325.338342456664,9330.853333333333,9324.801666666666,9330.703333333333,2732479.99087381,302763.3308442529
1592788560,9329.99,9331.058333333332,9328.348333333333,9329.541666666666,1299955.02903907,321359.0410225379
1592788860,9330.325,9330.788333333334,9329.186666666666,9329.636666666667,428479.30258528993,282958.2544419314
1592789160,9329.636666666667,9330.253333333332,9328.432945760003,9329.615,436265.51638591,244858.99194420327
1592789460,9328.856666666668,9331.315,9327.706666666667,9330.293333333333,251812.14435731003,120825.59961837831
1592789760,9331.328333333333,9333.056666666667,9330.096666666666,9333.045,2118998.1315562995,161777.75474423985
1592790060,9332.5,9336.53,9330.399508488334,9335.630256501667,1916039.4187377696,236155.7605518639
1592790360,9335.543589835,9353.633333333333,9334.345262036666,9350.215096213333,8583205.933792,643502.7814221685
1592790660,9350.696666666663,9355.216666666667,9349.593333333332,9352.421666666667,4684884.17923838,865156.3831662219
1592790960,9352.69,9380.883333333337,9350.648333333333,9378.71,15066217.43562251,1512517.3483695327
1592791260,9378.276666666667,9393.028333333334,9377.611666666666,9382.07,22963301.785867367,2564880.4667260125
1592791560,9382.155,9383.306754588333,9374.799036950002,9377.203842863333,5975634.272560631,2434501.883664444
1592791860,9377.168333333333,9387.978333333334,9375.01,9383.535,3197015.27380983,2360108.4383930163
