time,open,high,low,close,Volume,Volume MA
1592784420,9281.718333333332,9300.765,9279.395,9300.23,4305540.26356625,
1592784720,9299.295,9302.243333333334,9295.795,9298.238333333333,1473534.05359449,
1592785020,9297.456666666667,9304.679999999997,9296.643333333332,9304.336666666666,2120821.86209556,
1592785320,9304.321666666667,9305.891666666666,9300.638333333332,9305.738333333333,976134.62438977,443801.54018230346
1592785620,9304.815,9327.488333333333,9304.011666666667,9322.948333333334,12285986.66081903,842823.8600449425
1592785920,9324.196666666667,9328.821666666667,9321.907598653332,9322.182598653333,4654257.782020459,1001860.0464662408
1592786220,9320.454265320002,9323.568333333333,9315.595235648334,9323.4,1622460.4854034102,976941.9776316328
1592786520,9322.593333333332,9323.515,9318.818333333333,9319.953333333333,971992.70896102,976734.8818601954
1592786820,9320.153878688334,9320.328878688333,9314.813333333334,9315.216666666667,1303608.92563181,427615.9951008343
1592787120,9315.174322623334,9321.755,9312.666666666666,9320.15,2071639.4147837998,298485.07673900126
1592787420,9320.245,9322.925,9318.678333333337,9321.34,853956.0864842499,260059.8567930433
1592787720,9322.315,9322.751666666667,9317.46,9322.208333333332,878624.99458938,255391.4710744613
1592788020,9321.065,9325.95167579,9320.495,9325.778342456666,1373963.6423545103,258909.2069105964
1592788320,9325.535009123334,9331.01863974,9325.30167579,9330.813333333334,2813315.5025810795,295993.0113004605
1592788620,9330.833024631664,9331.058333333332,9328.348333333333,9329.206666666667,1079208.7307062002,307255.6435115579
1592788920,9329.77794576,9330.788333333334,9329.54294576,9329.79294576,407860.85413800995,283717.4364889894
1592789220,9330.25,9330.253333333332,9328.023333333333,9329.043333333333,430847.44090467,236561.6264164973
1592789520,9328.339999999998,9331.91,9327.706666666667,9330.41181045,324575.5848955,112124.63053221832
1592789820,9330.35,9333.056666666667,9330.096666666666,9330.643333333332,2056265.7984227496,160977.48391804585
1592790120,9330.552841821664,9336.53,9330.399508488334,9334.725262036663,1933458.9980620795,237257.3911142493
1592790420,9335.47,9353.633333333333,9334.345262036666,9351.385,8927440.0252114,662087.0203295859
1592790720,9352.128333333332,9355.216666666667,9350.9,9353.155,5969036.38477021,944310.0603233216
1592791020,9354.041666666666,9381.481687263333,9350.648333333333,9381.481687263333,15281352.28128682,1605564.3844665254
1592791320,9381.528333333334,9393.028333333334,9377.663333333334,9382.386666666667,21356883.554404974,2576735.6122836703
1592791620,9381.028333333334,9381.69,9374.799036950002,9376.311666666668,5919241.046461251,2426325.663346162
1592791920,9376.336666666666,9387.978333333334,9375.01,9383.211666666666,3393320.66473062,2297539.8773441827
1592792220,9382.018333333332,9382.273333333333,9369.023333333333,9369.598333333333,4029145.2609562594,1734929.5263276547
1592792520,9370.477086403333,9372.825,9367.513333333334,9371.165,2531946.54200922,793682.675707867
1592792820,9369.726666666667,9373.439510611666,9368.065,9373.102843945,4182454.89596586,706843.3681830977
1592793120,9373.18613096,9374.05,9370.823333333334,9372.036666666667,831394.3309561199,578747.0514943728
1592793420,9372.685,9373.067477226667,9370.85,9370.85,434540.85443416,399016.83116826776
1592793720,9370.866666666667,9370.866666666667,9365.261098641668,9367.123333333337,1830028.4389013497,363920.92601287406
1592794020,9366.285000000002,9374.868333333334,9365.36,9374.838333333333,2273593.17582068,268477.84000561514
1592794320,9374.854854865,9378.38,9372.593188198332,9375.648333333333,3564208.80856984,405118.563886301
1592794620,9376.225,9378.45,9373.793188198333,9378.306517128332,633778.5308578601,415080.4477074861
1592794920,9378.406666666668,9385.491666666667,9377.986517128333,9385.353333333333,3816790.0654787403,514418.5290363556
1592795220,9384.815661636663,9387.11853447,9369.758731455,9371.625003551666,8483652.21018792,824921.4807547175
1592795520,9371.199297515,9373.296666666667,9369.766670218334,9370.708333333334,1452063.0133354699,719314.190992999
1592795820,9370.988816663334,9378.385,9369.847635341666,9376.503333333334,2234473.7983165802,799348.954365935
1592796120,9377.235,9380.908333333333,9377.093333333332,9379.078333333333,1063138.03940559,661666.3530622774
1592796420,9379.241666666667,9379.738333333333,9374.659765711667,9374.893333333332,2271568.95923712,351062.19051473745
1592796720,9373.953333333333,9377.953333333337,9373.041666666668,9376.273333333334,3094917.8449237896,433204.9320941536
1592797020,9376.713333333333,9378.04,9373.108333333332,9373.326666666666,1019064.2692643,372434.45564153953
1592797320,9373.303333333333,9375.426666666666,9371.098333333333,9372.780477958333,1251527.8073798702,381853.9440402535
1592797620,9372.796666666667,9377.01,9371.973333333333,9375.718333333334,2519570.68792696,394254.0304747455
1592797920,9375.118333333334,9377.473333333333,9373.701124013334,9376.0,781308.85072188,278573.58076465
1592798220,9376.11,9378.745,9374.975,9377.808333333334,1204647.0255785398,287852.71858036204
1592798520,9378.473333333333,9395.771666666667,9378.401666666667,9391.418333333333,14722741.46978055,961413.401700396
1592798820,9391.65,9392.258333333333,9389.021666666666,9390.688333333334,2650638.05842325,967966.7702252108
1592799120,9390.223333333333,9398.998333333333,9389.635,9395.475,5627903.773267142,1210296.516352474
1592799420,9396.498333333333,9404.901666666667,9396.24,9399.720642461667,6302445.15279119,1465186.4227131063
1592799720,9399.305733643334,9400.945733643333,9392.602449313332,9393.722449313334,3180193.65365779,888059.0319069681
1592800020,9392.978777198334,9393.488777198334,9389.203333333333,9390.466666666667,3040328.28478974,907543.5432252928
1592800320,9390.466666666667,9391.72,9380.076666666666,9381.018333333332,2403215.5597230997,746309.1325480903
1592800620,9380.396666666667,9380.906228406666,9375.021666666666,9380.793333333333,4178607.1013745205,640117.2299772567
1592800920,9380.001666666667,9391.031049666666,9379.571666666667,9390.038333333332,2766655.56203617,619440.3253961757
1592801220,9390.533333333333,9398.411666666663,9389.785,9393.045,5196229.03776006,727235.3630446917
1592801520,9393.44,9395.83531734,9391.681666666667,9395.31531734,2682363.7477170797,741192.7724443908
1592801820,9395.49,9420.852111448334,9394.685,9418.358778115,15870060.65733334,1325765.4502423315
1592802120,9419.236666666666,9420.318778115,9407.228333333334,9410.7,16726642.278423628,2023764.7860617053
1592802420,9410.621666666668,9444.434535161667,9406.635,9440.013333333334,15297878.566912789,2528847.262519342
1592802720,9440.523333333334,9447.9348638,9435.983198838332,9437.420550499999,15462164.056756837,3167837.27797133
1592803020,9438.205,9448.560121063332,9434.6655505,9443.645302003333,8232244.23898732,2785946.457054029
1592803320,9442.945000000003,9443.374999999998,9429.588333333333,9432.898333333333,3848794.9967762404,2142054.09297166
1592803620,9432.273333333333,9434.683333333334,9424.016666666666,9433.543333333333,4327007.19921821,1593510.5245869309
1592803920,9430.573333333334,9432.173333333334,9424.391666666668,9429.044258968332,3209419.41253703,980873.2923759408
1592804220,9430.193762856667,9434.949178883333,9430.093333333334,9431.42,2185428.78818346,678532.5198357481
1592804520,9430.865,9432.931287243337,9428.711666666666,9430.983333333334,1918946.0569058098,582040.0728422267
1592804820,9431.833333333334,9432.808333333332,9415.888333333332,9420.175033371666,2444445.19733229,487911.9727479306
1592805120,9421.691666666666,9425.358333333334,9418.3,9423.948333333334,2289038.6075659003,441892.932499374
1592805420,9422.206666666667,9422.806666666667,9418.914208513334,9419.281666666666,1488704.5667954502,407056.7214299735
1592805720,9419.843333333334,9429.743714133334,9415.59087518,9425.041666666666,5041662.8286001505,563192.5600146905
1592806020,9424.573333333334,9426.898333333333,9418.078333333333,9420.228333333333,2981658.9813753404,590053.2492168432
1592806320,9420.171666666667,9423.698333333332,9418.785,9420.512771728334,1307627.0969959698,540982.6736883465
1592806620,9421.128333333334,9421.433333333334,9418.003333333334,9419.895,362789.8072229,484686.93570971896
1592806920,9419.52,9420.878333333332,9409.159999999998,9409.856666666668,2349945.4493667902,350101.06674805103
1592807220,9410.408333333333,9410.813333333334,9405.722213545,9405.942213545,2270568.91727029,314546.5635427985
1592807520,9407.211666666668,9416.675,9406.293525,9413.098333333333,2628459.43792787,380588.18058939336
1592807820,9413.179999999997,9413.476666666667,9406.074920556666,9407.748333333337,1913004.11840001,458098.8961482489
1592808120,9406.615,9409.168525,9404.686666666666,9406.316666666666,745413.80847453,377872.314103636
1592808420,9406.263333333332,9415.71,9405.493333333334,9413.938333333334,2677055.8867144603,398196.6625758444
1592808720,9414.053333333333,9419.83761261,9413.936666666666,9417.906666666668,2945252.0054077096,414036.29094983643
1592809020,9419.623333333333,9421.060409543334,9417.351666666667,9417.76,1025585.6997879101,369665.3700192314
1592809320,9418.55,9418.863333333333,9412.533333333336,9412.933333333334,3096282.8008691203,487208.819638961
1592809620,9413.746666666666,9413.94,9410.639318835,9412.275985501667,1026338.793972,404672.9650018381
1592809920,9412.586666666666,9416.408333333333,9410.924999999996,9415.948333333334,1061730.44889767,310496.8871763361
1592810220,9417.068333333336,9417.403333333334,9415.003333333334,9416.561666666666,783701.9825209299,298402.701312987
1592810520,9416.621666666668,9428.633333333333,9416.54,9427.553861116663,2479748.90427859,267576.0064834605
