time,open,high,low,close,Volume,Volume MA
1592784240,9289.903333333334,9290.356666666668,9274.028333333334,9287.836666666668,6944052.253155099,
1592784540,9287.343333333332,9302.243333333334,9287.253333333332,9301.241666666667,3686545.4223995297,
1592784840,9301.858333333334,9301.858333333334,9295.795,9298.051666666668,1072169.5235168498,
1592785140,9298.211666666668,9304.679999999997,9296.643333333332,9301.275,2239814.19863545,697129.0698853465
1592785440,9301.563333333334,9308.051666666666,9301.181666666664,9307.955,1877307.0830513998,443791.8113801615
1592785740,9308.021666666667,9327.488333333333,9307.386666666667,9323.67,13146562.34084777,916792.6573025731
1592786040,9324.79,9328.821666666667,9317.966666666664,9318.091666666664,3094783.12309805,1017923.3372816332
1592786340,9316.873333333337,9323.568333333333,9315.595235648334,9320.555,1818480.6719879904,996856.66094926
1592786640,9320.861666666666,9321.196148916666,9318.655,9319.675241616667,544318.9650101099,930207.2550471956
1592786940,9318.736666666668,9318.993333333334,9312.666666666666,9313.946666666667,1592275.0855805802,352492.8922838358
1592787240,9314.116392771666,9321.755,9313.86,9320.161666666667,1759177.47979965,285712.6101189158
1592787540,9319.595,9322.925,9318.353234163333,9319.616666666667,1025667.25414754,246071.9392268934
1592787840,9318.186666666666,9322.583333333334,9317.46,9321.821666666667,909888.12940578,264350.3974466769
1592788140,9322.304154628333,9327.001666666667,9322.288333333332,9326.15,1912793.91746065,280376.3390406805
1592788440,9326.701666666666,9331.058333333332,9326.141666666668,9330.883333333333,1946791.5454975695,289757.0423255764
1592788740,9329.8053705,9330.636666666667,9328.348333333333,9329.771666666667,1180635.5491920102,297505.45707779995
1592789040,9330.556279093336,9330.788333333334,9328.432945760003,9329.561666666666,672862.2346933599,285654.1623421789
1592789340,9329.563333333334,9330.345,9327.706666666667,9330.295,182096.59975265,199119.29645677886
1592789640,9330.156666666666,9331.91,9329.266666666666,9330.631666666666,222064.69001635,112882.95368271785
1592789940,9331.501666666667,9334.218333333332,9330.399508488334,9333.338333333333,2289926.3979978194,168347.49612300837
1592790240,9334.101666666667,9342.103333333333,9333.51,9341.868333333334,4127467.67648968,341077.7682128244
1592790540,9341.91105779,9355.093333333332,9341.32605779,9352.9,8707859.66505229,767365.9214778064
1592790840,9352.901666666667,9368.21,9350.648333333333,9364.848333333333,10177794.44214483,1265152.409084231
1592791140,9364.152235328334,9387.766864596668,9364.053901995,9385.445000000003,18976009.145019248,2099456.5464353017
1592791440,9385.471666666666,9393.028333333334,9378.486666666666,9379.551666666666,14974708.051102519,2641818.565165944
1592791740,9378.52,9379.290395770002,9374.799036950002,9378.418333333337,3080732.97891463,2360462.230859061
1592792040,9380.073333333332,9387.978333333334,9374.022102468332,9374.566489753333,3945817.48730875,2048863.383117257
1592792340,9374.538769135,9374.62815642,9368.978333333334,9369.13,3081205.872876689,1254123.2195101292
1592792640,9369.549472488334,9372.825,9367.513333333334,9368.721666666666,3722092.5852172608,691492.4462158661
1592792940,9368.603333333333,9373.439510611666,9368.065,9371.63415232,2816058.34007625,678258.7142739472
1592793240,9372.67415232,9374.05,9370.90706688,9371.000400213334,727934.61873035,517364.57084502716
1592793540,9371.735,9372.12706688,9365.941666666668,9366.108333333334,1849967.1865672898,455802.6365295571
1592793840,9366.533333333336,9368.056666666664,9365.261098641668,9366.803333333333,210541.27746100005,280225.0711417441
1592794140,9366.858333333334,9375.133333333333,9366.59002201,9374.228188198333,3823004.4259877503,330572.3754373191
1592794440,9374.378188198332,9378.38,9373.816666666668,9374.871666666668,2114162.22170055,399883.7555858292
1592794740,9373.818333333333,9381.828333333333,9373.793188198333,9381.296758608332,718467.85891394,343308.7892031616
1592795040,9379.976666666667,9387.11853447,9379.911666666667,9384.390201136668,5174881.36625925,591525.793643074
1592795340,9384.621784333334,9386.468333333332,9369.758731455,9371.298333333332,8105070.277581029,805629.0862227379
1592795640,9371.326666666668,9372.09729364,9369.847635341666,9370.493333333334,333247.48490519,716583.34938297
1592795940,9370.51,9378.903333333334,9370.51,9378.676666666666,2872072.0658555,824263.559730048
1592796240,9379.76,9380.908333333333,9377.893333333332,9378.933333333334,550860.63801305,593062.523317738
