time,open,high,low,close,Volume,Volume MA
1592784480,9285.588333333333,9300.765,9285.133528915,9299.893333333332,4108712.13077262,
1592784780,9300.188333333334,9302.243333333334,9295.795,9298.086666666666,1335846.37500796,
1592785080,9298.115,9304.679999999997,9296.643333333332,9302.106666666668,2160140.05626943,
1592785380,9301.983333333334,9306.226666666667,9300.638333333332,9304.581666666667,1081010.49734971,434285.452969986
1592785680,9304.791900593336,9327.488333333333,9304.058333333334,9325.165,13552431.155899828,906471.4042263464
1592785980,9324.021666666667,9328.821666666667,9319.347469146667,9320.287469146668,3344541.52258012,1006906.1616049542
1592786280,9320.186666666666,9323.568333333333,9315.595235648334,9321.851666666667,2009475.3836749303,999372.9279752292
1592786580,9321.141666666666,9321.546666666667,9318.793333333333,9318.795,519288.70427106007,971286.8383212964
1592786880,9318.771666666666,9319.921666666667,9314.059823075,9314.921489741666,1630339.2397003002,375182.24251131975
1592787180,9313.781392771663,9321.755,9312.666666666666,9319.108333333335,1679346.26564862,291922.4796647448
1592787480,9320.05,9322.925,9319.363333333336,9322.223333333333,887048.7953805001,235801.1502500233
1592787780,9320.933333333332,9322.583333333334,9317.46,9321.846666666666,1035530.34456388,261613.2322646644
1592788080,9320.906666666666,9326.623333333337,9320.660000000002,9326.2,2057623.91893765,282977.4662265319
1592788380,9326.55,9331.01863974,9325.88,9330.163333333334,1945531.6773975196,296286.7368139769
1592788680,9330.205,9331.058333333332,9328.348333333333,9330.32294576,1177261.6188185802,310797.3779858809
1592788980,9330.541279093333,9330.788333333334,9328.432945760003,9328.436279093334,629678.15431945,290504.7684736593
1592789280,9328.521666666667,9330.235,9327.706666666667,9330.065,236269.42621865,199437.0438377093
1592789580,9329.419698711668,9331.91,9329.266666666666,9331.23,216172.63267333,112969.09160149984
1592789880,9330.423477116667,9333.066666666666,9330.340143783333,9332.596666666666,2150465.4357556095,161629.28244835135
1592790180,9333.693333333333,9338.514821045,9332.64,9336.451487711664,1971465.3808608395,228718.6437754209
